category,title,content
products,"Nahitaji Karatasi za kuchapishia, mnayo?","Ndiyo, Karatasi za kuchapishia (Printing paper) inapatikana kwenye category ya Stationery and Education. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Printing paper?,"The price of Printing paper depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Karatasi za kuchapishia ni kiasi gani?,"Bei ya Karatasi za kuchapishia inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Printing paper for bulk orders?,Bulk pricing on Printing paper may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is USB flash drives available in stock?,"Yes, USB flash drives is available under the Stationery and Education category. Availability and exact stock levels may vary by seller."
products,Where can I find USB flash drives?,You can find USB flash drives listed under the Stationery and Education category. Our agent can help you compare sellers and options.
products,"Nahitaji Flash, mnayo?","Ndiyo, Flash (USB flash drives) inapatikana kwenye category ya Stationery and Education. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of USB flash drives?,"The price of USB flash drives depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Flash ni kiasi gani?,"Bei ya Flash inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on USB flash drives for bulk orders?,Bulk pricing on USB flash drives may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
products,Is Scientific calculators available in stock?,"Yes, Scientific calculators is available under the Stationery and Education category. Availability and exact stock levels may vary by seller."
products,Where can I find Scientific calculators?,You can find Scientific calculators listed under the Stationery and Education category. Our agent can help you compare sellers and options.
products,"Nahitaji Scientific calculator, mnayo?","Ndiyo, Scientific calculator (Scientific calculators) inapatikana kwenye category ya Stationery and Education. Upatikanaji unaweza kutofautiana kulingana na muuzaji."
pricing,What is the price of Scientific calculators?,"The price of Scientific calculators depends on brand, size, quantity, and seller. Please specify your preferred option so we can give you an exact quote."
pricing,Bei ya Scientific calculator ni kiasi gani?,"Bei ya Scientific calculator inategemea aina, ukubwa, kiasi, na muuzaji. Tafadhali eleza mahitaji yako ili tukupatie bei sahihi."
pricing,Do you offer discounts on Scientific calculators for bulk orders?,Bulk pricing on Scientific calculators may be available depending on the seller. Please share the quantity you need so we can arrange a bulk quote.
support,What are your working hours?,We are open Monday to Saturday from 8:00 AM to 6:00 PM East Africa Time.
support,Muda wenu wa kazi ni saa ngapi?,Tunafanya kazi Jumatatu hadi Jumamosi kuanzia saa 2:00 asubuhi hadi saa 12:00 jioni (EAT).
support,Are you open on Sundays?,"We are closed on Sundays and public holidays, but you can still send a message and we will respond the next working day."
support,"Je, mnafunguliwa siku ya Jumapili?","Hatufanyi kazi siku ya Jumapili na sikukuu, lakini unaweza kutuma ujumbe na tutakujibu siku inayofuata ya kazi."
support,What are your delivery fees?,"Delivery within town is 3,000 TZS, and upcountry deliveries cost 10,000 TZS."
support,Gharama za usafirishaji ni kiasi gani?,"Usafirishaji ndani ya mji ni TZS 3,000, na kwa maeneo ya mikoani ni TZS 10,000."
support,How long does delivery take?,"Deliveries within town usually take 1-2 business days, while upcountry deliveries take 3-5 business days."
support,Usafirishaji unachukua muda gani?,"Usafirishaji ndani ya mji huchukua siku 1-2 za kazi, na kwa mikoani huchukua siku 3-5 za kazi."
support,Which areas do you deliver to?,We deliver within Mbeya town and to most regions across Tanzania through our upcountry delivery partners.
support,Mnasafirisha bidhaa maeneo gani?,Tunasafirisha bidhaa ndani ya mji wa Mbeya na pia kwa mikoa mingi Tanzania kupitia washirika wetu wa usafirishaji.
support,What payment methods do you accept?,"We accept mobile money (M-Pesa, Tigo Pesa, Airtel Money), bank transfer, and cash on delivery."
support,Njia zipi za malipo mnazokubali?,"Tunakubali malipo kwa njia ya simu (M-Pesa, Tigo Pesa, Airtel Money), uhamisho wa benki, na malipo pale unapopokea bidhaa."
support,Can I pay with cash on delivery?,"Yes, cash on delivery is available in most areas we serve. Some upcountry orders may require partial prepayment."
support,Naweza kulipa nikishapokea bidhaa?,"Ndiyo, malipo baada ya kupokea bidhaa yanapatikana katika maeneo mengi tunayohudumia. Baadhi ya oda za mikoani zinaweza kuhitaji malipo ya awali."
support,How do I place an order?,"You can place an order by messaging us with the product name, quantity, and your delivery location, and our agent will confirm the details."
support,Ninawezaje kuweka oda?,"Unaweza kuweka oda kwa kutuma ujumbe wenye jina la bidhaa, kiasi, na eneo lako la kupokelea, na wakala wetu atathibitisha maelezo."
support,Can I cancel my order?,"Yes, orders can be cancelled before they are dispatched. Please contact us as soon as possible with your order details."
support,Naweza kufuta oda yangu?,"Ndiyo, oda zinaweza kufutwa kabla ya kutumwa. Tafadhali wasiliana nasi haraka iwezekanavyo ukiwa na maelezo ya oda yako."
support,How can I track my order?,"You can track your order by messaging us your order number, and we will update you on its current status."
support,Naweza kufuatilia oda yangu vipi?,"Unaweza kufuatilia oda yako kwa kutuma namba ya oda, na tutakupa taarifa za hali ya sasa ya oda yako."
support,Is there a minimum order amount?,"There is no fixed minimum order amount, though very small orders may have a higher relative delivery fee."
support,Kuna kiwango cha chini cha oda?,"Hakuna kiwango maalum cha chini cha oda, ingawa oda ndogo sana zinaweza kuwa na gharama kubwa zaidi ya usafirishaji kwa uwiano."
support,What is your return policy?,"Items can be returned within 3 days of delivery if they are damaged, wrong, or defective, provided they are unused and in original packaging."
support,Sera yenu ya kurudisha bidhaa ni ipi?,"Bidhaa zinaweza kurudishwa ndani ya siku 3 baada ya kupokelewa iwapo zimeharibika, si sahihi, au zina kasoro, mradi hazijatumika na ziko katika ufungashaji wa awali."
support,How do I get a refund?,"Once a return is approved, refunds are processed back to your original payment method or mobile money account within 5-7 business days."
support,Ninawezaje kupata pesa zangu zirudishwe?,"Baada ya kuridhiwa kwa kurudisha bidhaa, pesa hurejeshwa kwenye njia yako ya awali ya malipo au akaunti ya simu ndani ya siku 5-7 za kazi."
support,What if I receive a damaged item?,"Please contact us immediately with photos of the damaged item and your order number, and we will arrange a replacement or refund."
support,Nifanye nini nikipokea bidhaa iliyoharibika?,"Tafadhali wasiliana nasi mara moja ukiwa na picha za bidhaa iliyoharibika na namba ya oda yako, nasi tutapanga ubadilishaji au kurejesha pesa."
support,Do products come with a warranty?,"Warranty coverage depends on the product and manufacturer; electronics and appliances typically include a manufacturer warranty, which we can confirm at the time of purchase."
support,Bidhaa zina dhamana?,"Dhamana inategemea aina ya bidhaa na mtengenezaji; vifaa vya elektroniki kwa kawaida huja na dhamana ya mtengenezaji, tunaweza kuthibitisha wakati wa ununuzi."
support,How can I contact customer support?,"You can reach our support team through this chat, by phone, or by email, and we typically respond within a few hours during working hours."
support,Ninawezaje kuwasiliana na huduma kwa wateja?,"Unaweza kuwasiliana na timu yetu ya huduma kupitia mazungumzo haya, simu, au barua pepe, na kwa kawaida tunajibu ndani ya masaa machache wakati wa saa za kazi."
support,How do I file a complaint?,"You can share your complaint directly in this chat with your order details, and it will be escalated to a human agent if needed."
support,Ninawezaje kutoa malalamiko?,"Unaweza kutoa malalamiko yako moja kwa moja hapa kwenye mazungumzo ukiwa na maelezo ya oda yako, na yatapelekwa kwa wakala wa kibinadamu ikihitajika."
support,Can I speak to a human agent?,"Yes, at any point you can request to speak with a human agent and one will take over the conversation."
support,Naweza kuongea na mtu badala ya roboti?,"Ndiyo, wakati wowote unaweza kuomba kuongea na wakala wa kibinadamu na atachukua mazungumzo."
support,Do I need an account to order?,You do not need to create an account to order; you can place an order directly through chat with your name and delivery details.
support,Nahitaji akaunti ili kuweka oda?,Huhitaji kufungua akaunti ili kuweka oda; unaweza kuweka oda moja kwa moja kupitia mazungumzo kwa kutumia jina lako na maelezo ya usafirishaji.
support,How do I register an account?,"To register, share your full name, phone number, and preferred delivery location, and we will set up your customer profile."
support,Ninawezaje kujisajili akaunti?,"Ili kujisajili, tuma jina lako kamili, namba ya simu, na eneo unalopendelea la kupokelea bidhaa, nasi tutaunda wasifu wako wa mteja."
support,What languages do you support?,"Our assistant can respond in both English and Swahili, so feel free to write in whichever language is most comfortable for you."
support,Mnajibu kwa lugha zipi?,"Msaidizi wetu anaweza kujibu kwa Kiingereza na Kiswahili, hivyo jisikie huru kuandika kwa lugha unayoipenda zaidi."
