customer,category,answers,language
Tafadhali nieleze bei ya Laptop ya HP (Core i5) pamoja na usafirishaji hadi Tabora.,"Kompyuta, TEHAMA na Ofisi","Laptop ya HP (Core i5) inapatikana kwa bei ya TZS 974,500. Tafadhali fahamu usafirishaji hadi Tabora unachukua siku 1.",Kiswahili
Naomba mnithibitishie bei ya sasa ya Unga wa dona kilo 25.,Vyakula na Vinywaji,"Asante kwa swali lako. Unga wa dona kilo 25 ina bei ya TZS 29,000 na inapatikana kwa usafirishaji ndani ya siku 5.",Kiswahili
How much would 2 jerrican of Cooking oil 20L cost me?,Food & Beverages,"Our price for Cooking oil 20L is TZS 89,000, and we can deliver it to Dar es Salaam within 2 days.",English
Bei yenu nzuri zaidi ya Kiti cha plastiki ni ngapi?,Samani na Vifaa vya Nyumbani,"Kiti cha plastiki inapatikana kwa bei ya TZS 13,500. Tafadhali fahamu usafirishaji hadi Kigoma unachukua siku 5.",Kiswahili
Bei ya Jinzi ni ngapi?,Nguo na Mavazi,"Jinzi inauzwa TZS 40,500 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 7.",Kiswahili
I'm interested in Maize flour (unga wa dona) 25kg. How much is it?,Food & Beverages,"Our price for Maize flour (unga wa dona) 25kg is TZS 39,000, and we can deliver it to Shinyanga within 2 days.",English
What's your best price for Winter jacket?,Clothing & Textiles,"Yes, Winter jacket is in stock. The price is TZS 46,000 and delivery to Songea takes 2 days.",English
Bei yenu nzuri zaidi ya Shuka ya Kimasai ni ngapi?,Nguo na Mavazi,"Shuka ya Kimasai inauzwa TZS 18,500 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 3.",Kiswahili
What's your best price for Deodorant?,Cosmetics & Personal Care,"Deodorant costs TZS 5,000 per piece. We have it available and delivery takes about 3 days.",English
"Do you sell T-shirt? If so, at what price?",Clothing & Textiles,"T-shirt costs TZS 8,500 per piece. We have it available and delivery takes about 4 days.",English
Usafirishaji wa Chandarua (kilichotibiwa) hadi Moshi unachukua muda gani?,Afya na Dawa,"Ndiyo, Chandarua (kilichotibiwa) ipo dukani. Bei yake ni TZS 11,500 na usafirishaji hadi Moshi unachukua siku 2.",Kiswahili
I'm interested in Cooking oil 20L. How much is it?,Food & Beverages,"We currently sell Cooking oil 20L at TZS 80,500. It's in stock and ready for delivery within 2 days.",English
Naweza kupata Kifaa cha kupima malaria kikaletwa Dar es Salaam?,Afya na Dawa,"Kifaa cha kupima malaria inapatikana kwa bei ya TZS 4,500. Tafadhali fahamu usafirishaji hadi Dar es Salaam unachukua siku 5.",Kiswahili
Naweza kupata Mfuko wa Airtel GB 20 wa mwezi kikaletwa Moshi?,Mifuko ya Intaneti na Salio,"Bei ya Mfuko wa Airtel GB 20 wa mwezi ni TZS 40,000. Bidhaa hii ipo dukani na inaweza kusafirishwa hadi Moshi ndani ya siku 7.",Kiswahili
Do you have Face mask (box of 50) in stock right now?,Health & Pharmacy,"Thank you for your inquiry. Face mask (box of 50) is priced at TZS 12,000 and is available for delivery within 4 days.",English
What's your best price for Power bank 10000mAh?,Mobile Phones,"The current price for 2 piece of Power bank 10000mAh is TZS 42,000. Delivery within 5 days is possible.",English
How much does Plastic chair cost?,Furniture & Home,"Plastic chair is available at TZS 22,000. Kindly note delivery to Tabora takes 7 days.",English
Can you confirm the current price of Office desk?,"Computers, IT & Office","We currently sell Office desk at TZS 278,500. It's in stock and ready for delivery within 7 days.",English
Can I get Microwave oven delivered to Tabora?,Home Appliances & Electronics,"The price of Microwave oven is TZS 198,500. It is currently in stock and can be delivered to Tabora within 2 days.",English
"Je, mnayo Dawa ya kunyoosha nywele kwa sasa dukani?",Vipodozi na Usafi wa Mwili,"Dawa ya kunyoosha nywele inapatikana kwa bei ya TZS 12,500. Tafadhali fahamu usafirishaji hadi Morogoro unachukua siku 4.",Kiswahili
Tafadhali nieleze bei ya Laptop ya HP (Core i5) pamoja na usafirishaji hadi Mbeya.,"Kompyuta, TEHAMA na Ofisi","Kwa sasa tunauza Laptop ya HP (Core i5) kwa TZS 1,282,000. Ipo dukani na tayari kwa usafirishaji ndani ya siku 5.",Kiswahili
"Je, mnauza Dawa ya kuulia wadudu lita 1? Kama ndiyo, bei yake ni ngapi?",Kilimo na Mifugo,"Ndiyo, Dawa ya kuulia wadudu lita 1 ipo dukani. Bei yake ni TZS 18,000 na usafirishaji hadi Shinyanga unachukua siku 1.",Kiswahili
Bei yenu nzuri zaidi ya Router ya intaneti ni ngapi?,"Kompyuta, TEHAMA na Ofisi","Router ya intaneti inapatikana kwa bei ya TZS 67,000. Tafadhali fahamu usafirishaji hadi Arusha unachukua siku 4.",Kiswahili
What is the price of Body lotion?,Cosmetics & Personal Care,"Body lotion costs TZS 20,000 per bottle. We have it available and delivery takes about 3 days.",English
What's your best price for Wallet (leather)?,Shoes & Bags,"Thank you for your inquiry. Wallet (leather) is priced at TZS 17,500 and is available for delivery within 2 days.",English
"Je, mnayo Waipa ya kioo cha mbele kwa sasa dukani?",Magari na Vipuri,"Bei yetu ya Waipa ya kioo cha mbele ni TZS 18,000, na tunaweza kuisafirisha hadi Morogoro ndani ya siku 4.",Kiswahili
Naweza kupata Kipima joto (dijitali) kikaletwa Mbeya?,Afya na Dawa,"Ndiyo, Kipima joto (dijitali) ipo dukani. Bei yake ni TZS 15,500 na usafirishaji hadi Mbeya unachukua siku 3.",Kiswahili
Nikinunua 3 gunia za Maharage kilo 100 nitatozwa kiasi gani?,Vyakula na Vinywaji,"Maharage kilo 100 inapatikana kwa bei ya TZS 270,500. Tafadhali fahamu usafirishaji hadi Arusha unachukua siku 4.",Kiswahili
"Je, mnauza Betri ya pikipiki? Kama ndiyo, bei yake ni ngapi?","Pikipiki, Baiskeli na Vipuri","Kwa sasa tunauza Betri ya pikipiki kwa TZS 78,000. Ipo dukani na tayari kwa usafirishaji ndani ya siku 7.",Kiswahili
How long will delivery of Phone case to Zanzibar take?,Mobile Phones,"Our price for Phone case is TZS 13,000, and we can deliver it to Zanzibar within 1 days.",English
What is the price of Sunscreen?,Cosmetics & Personal Care,"The current price for 5 tube of Sunscreen is TZS 23,000. Delivery within 1 days is possible.",English
Nikinunua 5 kipande za Samsung Galaxy A15 nitatozwa kiasi gani?,Simu za Mkononi,"Bei yetu ya Samsung Galaxy A15 ni TZS 372,000, na tunaweza kuisafirisha hadi Songea ndani ya siku 5.",Kiswahili
"Je, mnayo Mafuta ya shea kwa sasa dukani?",Vipodozi na Usafi wa Mwili,"Mafuta ya shea inauzwa TZS 13,000 kwa mkebe. Tunayo bidhaa hii na usafirishaji unachukua siku 2.",Kiswahili
Naomba mnithibitishie bei ya sasa ya Kahawa (Arabica) kilo 1.,Vyakula na Vinywaji,"Ndiyo, Kahawa (Arabica) kilo 1 ipo dukani. Bei yake ni TZS 15,500 na usafirishaji hadi Moshi unachukua siku 1.",Kiswahili
"Nataka kununua Mfuko wa Vodacom GB 5 wa mwezi, bei yake ni ngapi?",Mifuko ya Intaneti na Salio,"Bei ya sasa ya 3 mfuko za Mfuko wa Vodacom GB 5 wa mwezi ni TZS 17,000. Usafirishaji ndani ya siku 7 unawezekana.",Kiswahili
Bei ya Mfuko wa Airtel GB 20 wa mwezi ni ngapi?,Mifuko ya Intaneti na Salio,"Kwa sasa tunauza Mfuko wa Airtel GB 20 wa mwezi kwa TZS 38,000. Ipo dukani na tayari kwa usafirishaji ndani ya siku 7.",Kiswahili
How much would 2 piece of HP laptop (Core i5) cost me?,"Computers, IT & Office","Thank you for your inquiry. HP laptop (Core i5) is priced at TZS 1,246,000 and is available for delivery within 5 days.",English
Tafadhali nieleze bei ya Jinzi pamoja na usafirishaji hadi Songea.,Nguo na Mavazi,"Asante kwa swali lako. Jinzi ina bei ya TZS 47,500 na inapatikana kwa usafirishaji ndani ya siku 4.",Kiswahili
"Je, Sanduku la huduma ya kwanza inapatikana Shinyanga?",Afya na Dawa,"Sanduku la huduma ya kwanza inapatikana kwa bei ya TZS 45,000. Tafadhali fahamu usafirishaji hadi Shinyanga unachukua siku 3.",Kiswahili
"Je, kuna punguzo nikinunua 1 mfuko za Mfuko wa data MB 500?",Mifuko ya Intaneti na Salio,"Bei yetu ya Mfuko wa data MB 500 ni TZS 1,000, na tunaweza kuisafirisha hadi Moshi ndani ya siku 3.",Kiswahili
"Do you sell Infinix Hot 40? If so, at what price?",Mobile Phones,"Our price for Infinix Hot 40 is TZS 302,500, and we can deliver it to Mbeya within 3 days.",English
Bei yenu nzuri zaidi ya Kioo cha kulinda skrini ni ngapi?,Simu za Mkononi,"Bei yetu ya Kioo cha kulinda skrini ni TZS 8,000, na tunaweza kuisafirisha hadi Morogoro ndani ya siku 3.",Kiswahili
Maharage kilo 100 inauzwa bei gani?,Vyakula na Vinywaji,"Maharage kilo 100 inapatikana kwa bei ya TZS 254,500. Tafadhali fahamu usafirishaji hadi Iringa unachukua siku 1.",Kiswahili
Do you have Maize flour (unga wa dona) 25kg in stock right now?,Food & Beverages,"The current price for 3 bag of Maize flour (unga wa dona) 25kg is TZS 32,000. Delivery within 1 days is possible.",English
"Je, mnayo Kiondoa harufu mbaya gari kwa sasa dukani?",Magari na Vipuri,"Bei yetu ya Kiondoa harufu mbaya gari ni TZS 7,000, na tunaweza kuisafirisha hadi Morogoro ndani ya siku 2.",Kiswahili
"Je, mnauza Jaketi la baridi? Kama ndiyo, bei yake ni ngapi?",Nguo na Mavazi,"Jaketi la baridi inapatikana kwa bei ya TZS 50,000. Tafadhali fahamu usafirishaji hadi Kigoma unachukua siku 5.",Kiswahili
Can you confirm the current price of Geometry set?,"Books, Education & Stationery","We currently sell Geometry set at TZS 7,000. It's in stock and ready for delivery within 5 days.",English
I'm interested in Wheelbarrow. How much is it?,Agriculture & Livestock,"Our price for Wheelbarrow is TZS 73,500, and we can deliver it to Songea within 2 days.",English
"Do you sell Ballpoint pens (dozen)? If so, at what price?","Books, Education & Stationery","We currently sell Ballpoint pens (dozen) at TZS 5,000. It's in stock and ready for delivery within 4 days.",English
Bei ya 1 seti za Seti ya sofa za mbao ni ngapi?,Samani na Vifaa vya Nyumbani,"Asante kwa swali lako. Seti ya sofa za mbao ina bei ya TZS 463,000 na inapatikana kwa usafirishaji ndani ya siku 1.",Kiswahili
Naweza kupata Mapazia (jozi) kikaletwa Tanga?,Samani na Vifaa vya Nyumbani,"Bei ya sasa ya 3 jozi za Mapazia (jozi) ni TZS 59,000. Usafirishaji ndani ya siku 3 unawezekana.",Kiswahili
How much would 2 bottle of Cough syrup cost me?,Health & Pharmacy,"The current price for 2 bottle of Cough syrup is TZS 11,000. Delivery within 2 days is possible.",English
I'm interested in Car battery. How much is it?,Vehicles & Auto Parts,"Car battery is available at TZS 139,500. Kindly note delivery to Tabora takes 2 days.",English
Please tell me the cost of Bluetooth earphones including delivery to Mbeya.,Mobile Phones,"We currently sell Bluetooth earphones at TZS 23,500. It's in stock and ready for delivery within 4 days.",English
"I want to buy Wireless mouse, what is the price?","Computers, IT & Office","Thank you for your inquiry. Wireless mouse is priced at TZS 23,500 and is available for delivery within 7 days.",English
Tafadhali nieleze bei ya Suti ya wanaume pamoja na usafirishaji hadi Dar es Salaam.,Nguo na Mavazi,"Asante kwa swali lako. Suti ya wanaume ina bei ya TZS 244,500 na inapatikana kwa usafirishaji ndani ya siku 2.",Kiswahili
"Je, Mbolea (NPK) kilo 50 inapatikana Iringa?",Kilimo na Mifugo,"Mbolea (NPK) kilo 50 inauzwa TZS 82,500 kwa gunia. Tunayo bidhaa hii na usafirishaji unachukua siku 2.",Kiswahili
What is the price for 5 piece of Travel suitcase?,Shoes & Bags,"We currently sell Travel suitcase at TZS 89,000. It's in stock and ready for delivery within 4 days.",English
How much does Hair braiding extensions cost?,Cosmetics & Personal Care,"Thank you for your inquiry. Hair braiding extensions is priced at TZS 6,000 and is available for delivery within 3 days.",English
Bei yenu nzuri zaidi ya Kitanda cha watu wawili ni ngapi?,Samani na Vifaa vya Nyumbani,"Asante kwa swali lako. Kitanda cha watu wawili ina bei ya TZS 262,000 na inapatikana kwa usafirishaji ndani ya siku 7.",Kiswahili
Is there a discount if I buy 3 bundle of Halotel daily bundle 1GB?,Internet & Airtime Bundles,"Halotel daily bundle 1GB is available at TZS 1,000. Kindly note delivery to Dar es Salaam takes 5 days.",English
Nikinunua 10 kipande za Infinix Hot 40 nitatozwa kiasi gani?,Simu za Mkononi,"Infinix Hot 40 inauzwa TZS 355,500 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 7.",Kiswahili
"Je, kuna punguzo nikinunua 10 kipande za Meza ya kulia chakula (viti 6)?",Samani na Vifaa vya Nyumbani,"Bei yetu ya Meza ya kulia chakula (viti 6) ni TZS 488,500, na tunaweza kuisafirisha hadi Dar es Salaam ndani ya siku 7.",Kiswahili
Bei ya 2 laini za Usajili wa laini ni ngapi?,Mifuko ya Intaneti na Salio,"Kwa sasa tunauza Usajili wa laini kwa TZS 1,500. Ipo dukani na tayari kwa usafirishaji ndani ya siku 2.",Kiswahili
"Je, mnayo Vocha ya salio 5000 kwa sasa dukani?",Mifuko ya Intaneti na Salio,"Kwa sasa tunauza Vocha ya salio 5000 kwa TZS 5,000. Ipo dukani na tayari kwa usafirishaji ndani ya siku 3.",Kiswahili
Tafadhali nieleze bei ya Jaketi la baridi pamoja na usafirishaji hadi Dodoma.,Nguo na Mavazi,"Jaketi la baridi inapatikana kwa bei ya TZS 49,500. Tafadhali fahamu usafirishaji hadi Dodoma unachukua siku 2.",Kiswahili
"Je, kuna punguzo nikinunua 2 laini za Usajili wa laini?",Mifuko ya Intaneti na Salio,"Asante kwa swali lako. Usajili wa laini ina bei ya TZS 1,500 na inapatikana kwa usafirishaji ndani ya siku 3.",Kiswahili
Can you confirm the current price of Beans 100kg?,Food & Beverages,"Our price for Beans 100kg is TZS 229,500, and we can deliver it to Moshi within 3 days.",English
Can you confirm the current price of Scientific calculator?,"Books, Education & Stationery","Our price for Scientific calculator is TZS 18,000, and we can deliver it to Songea within 7 days.",English
What is the price of Windscreen wiper?,Vehicles & Auto Parts,"Windscreen wiper is available at TZS 29,500. Kindly note delivery to Songea takes 2 days.",English
What's your best price for Curtains (per pair)?,Furniture & Home,"Yes, Curtains (per pair) is in stock. The price is TZS 39,500 and delivery to Zanzibar takes 5 days.",English
Do you have Solar panel 100W in stock right now?,Home Appliances & Electronics,"Solar panel 100W costs TZS 129,000 per piece. We have it available and delivery takes about 7 days.",English
"Do you sell Men's leather shoes? If so, at what price?",Shoes & Bags,"The current price for 5 pair of Men's leather shoes is TZS 68,000. Delivery within 1 days is possible.",English
Bei ya 10 chupa za Manukato ni ngapi?,Vipodozi na Usafi wa Mwili,"Asante kwa swali lako. Manukato ina bei ya TZS 23,000 na inapatikana kwa usafirishaji ndani ya siku 2.",Kiswahili
Tafadhali nieleze bei ya Sanduku la safari pamoja na usafirishaji hadi Zanzibar.,Viatu na Mikoba,"Bei ya sasa ya 2 kipande za Sanduku la safari ni TZS 123,000. Usafirishaji ndani ya siku 7 unawezekana.",Kiswahili
How long will delivery of Cooking oil 20L to Dar es Salaam take?,Food & Beverages,"Cooking oil 20L costs TZS 92,500 per jerrican. We have it available and delivery takes about 2 days.",English
"Je, mnauza Fulana? Kama ndiyo, bei yake ni ngapi?",Nguo na Mavazi,"Ndiyo, Fulana ipo dukani. Bei yake ni TZS 10,000 na usafirishaji hadi Dodoma unachukua siku 2.",Kiswahili
Usafirishaji wa Kipanya kisichotumia waya hadi Morogoro unachukua muda gani?,"Kompyuta, TEHAMA na Ofisi","Bei yetu ya Kipanya kisichotumia waya ni TZS 14,000, na tunaweza kuisafirisha hadi Morogoro ndani ya siku 3.",Kiswahili
What is the price for 2 piece of Wardrobe?,Furniture & Home,"The price of Wardrobe is TZS 425,000. It is currently in stock and can be delivered to Moshi within 2 days.",English
Nina hamu ya kununua Baiskeli ya kawaida. Bei yake ni ngapi?,"Pikipiki, Baiskeli na Vipuri","Kwa sasa tunauza Baiskeli ya kawaida kwa TZS 215,000. Ipo dukani na tayari kwa usafirishaji ndani ya siku 3.",Kiswahili
Can you confirm the current price of Standing fan?,Home Appliances & Electronics,"The price of Standing fan is TZS 64,500. It is currently in stock and can be delivered to Iringa within 1 days.",English
What's your best price for Tigo 10GB monthly bundle?,Internet & Airtime Bundles,"Our price for Tigo 10GB monthly bundle is TZS 27,500, and we can deliver it to Mwanza within 7 days.",English
What's your best price for School bag?,"Books, Education & Stationery","Yes, School bag is in stock. The price is TZS 40,000 and delivery to Dodoma takes 1 days.",English
Please tell me the cost of itel A70 including delivery to Mbeya.,Mobile Phones,"itel A70 costs TZS 191,000 per piece. We have it available and delivery takes about 3 days.",English
"Je, Mfuko wa Airtel GB 20 wa mwezi inapatikana Kigoma?",Mifuko ya Intaneti na Salio,"Ndiyo, Mfuko wa Airtel GB 20 wa mwezi ipo dukani. Bei yake ni TZS 37,000 na usafirishaji hadi Kigoma unachukua siku 1.",Kiswahili
I'm interested in Maize seeds 2kg. How much is it?,Agriculture & Livestock,"Thank you for your inquiry. Maize seeds 2kg is priced at TZS 17,000 and is available for delivery within 5 days.",English
"Je, mnayo Dawa ya kuzuia harufu mwilini kwa sasa dukani?",Vipodozi na Usafi wa Mwili,"Ndiyo, Dawa ya kuzuia harufu mwilini ipo dukani. Bei yake ni TZS 5,500 na usafirishaji hadi Dodoma unachukua siku 5.",Kiswahili
"Je, mnayo Mkoba wa ngozi kwa sasa dukani?",Viatu na Mikoba,"Mkoba wa ngozi inauzwa TZS 37,000 kwa kipande. Tunayo bidhaa hii na usafirishaji unachukua siku 1.",Kiswahili
What's your best price for Brake pads (set)?,Vehicles & Auto Parts,"We currently sell Brake pads (set) at TZS 64,000. It's in stock and ready for delivery within 3 days.",English
How much does Motorcycle tyre cost?,"Motorcycles, Bicycles & Spare Parts","We currently sell Motorcycle tyre at TZS 44,500. It's in stock and ready for delivery within 3 days.",English
